ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,LL_Code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
gree1271,Greek Sign Language,Eurasia,38.0536,23.3762,gree1271,gss,gss,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,gree1271,Greek Sign Language,language,not endangered
latv1245,Latvian Sign Language,Eurasia,56.9335,24.4931,latv1245,lsl,lsl,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,latv1245,Latvian Sign Language,language,not endangered
norw1261,Norwegian Sign,,,,norw1261,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
braz1236,Brazilian Sign Language,South America,-15.5,-48.0,braz1236,bzs,bzs,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,braz1236,Brazilian Sign Language,language,not endangered
iris1235,Irish Sign Language,Eurasia,53.315,-6.36541,iris1235,isg,isg,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,iris1235,Irish Sign Language,language,not endangered
ital1288,Italian Sign,,,,ital1288,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
asli1244,ASLic,,,,asli1244,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
hawa1235,Hawai'i Pidgin Sign Language,Papunesia,21.6311,-158.002,hawa1235,hps,hps,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,hawa1235,Hawai'i Pidgin Sign Language,language,nearly extinct
fren1243,French Sign Language,Eurasia,47.0,3.0,fren1243,fsl,fsl,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,fren1243,French Sign Language,language,not endangered
aust1252,Austrian Sign Language,Eurasia,48.1197,16.225,aust1252,asq,asq,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,aust1252,Austrian Sign Language,language,not endangered
dutc1259,Dutch-Belgian Sign,,,,dutc1259,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
cata1287,Catalan Sign,,,,cata1287,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
cent2306,Central European Sign,,,,cent2306,,,sign1238/deaf1237/lsfi1234,sign1238,Sign Language,,,family,
yugo1238,Yugoslavian Sign Language,Eurasia,45.3912,17.5193,yugo1238,ysl,ysl,sign1238/deaf1237/lsfi1234/yugo1239,sign1238,Sign Language,yugo1238,Yugoslavian Sign Language,language,not endangered
croa1242,Croatian Sign Language,Eurasia,45.502,16.796,croa1242,csq,,sign1238/deaf1237/lsfi1234/yugo1239,sign1238,Sign Language,croa1242,Croatian Sign Language,language,not endangered
icel1236,Icelandic Sign Language,Eurasia,64.1731,-20.2731,icel1236,icl,icl,sign1238/deaf1237/lsfi1234/dani1289,sign1238,Sign Language,icel1236,Icelandic Sign Language,language,not endangered
dani1246,Danish Sign Language,Eurasia,55.8257,12.3187,dani1246,dsl,,sign1238/deaf1237/lsfi1234/dani1289,sign1238,Sign Language,dani1246,Danish Sign Language,language,shifting
norw1255,Norwegian Sign Language,Eurasia,60.7733,10.242,norw1255,nsl,nsl,sign1238/deaf1237/lsfi1234/norw1261,sign1238,Sign Language,norw1255,Norwegian Sign Language,language,shifting
mada1271,Madagascar Sign Language,Africa,-19.04,46.87,mada1271,mzc,mzc,sign1238/deaf1237/lsfi1234/norw1261,sign1238,Sign Language,mada1271,Madagascar Sign Language,language,not endangered
tron1237,Trondheim,Eurasia,,,tron1237,,nsl-tro,sign1238/deaf1237/lsfi1234/norw1261/norw1255,sign1238,Sign Language,norw1255,Norwegian Sign Language,dialect,
oslo1237,Oslo,Eurasia,,,oslo1237,,nsl-osl,sign1238/deaf1237/lsfi1234/norw1261/norw1255,sign1238,Sign Language,norw1255,Norwegian Sign Language,dialect,
holm1236,Holmestrand,Eurasia,,,holm1236,,nsl-hol,sign1238/deaf1237/lsfi1234/norw1261/norw1255,sign1238,Sign Language,norw1255,Norwegian Sign Language,dialect,
tuni1249,Tunisian Sign Language,Africa,36.49562,10.03348,tuni1249,tse,tse,sign1238/deaf1237/lsfi1234/ital1288,sign1238,Sign Language,tuni1249,Tunisian Sign Language,language,not endangered
ital1275,Italian Sign Language,Eurasia,42.72915,12.42949,ital1275,ise,ise,sign1238/deaf1237/lsfi1234/ital1288,sign1238,Sign Language,ital1275,Italian Sign Language,language,not endangered
swis1235,Swiss-Italian Sign Language,Eurasia,46.3076,8.79111,swis1235,slf,slf,sign1238/deaf1237/lsfi1234/ital1288,sign1238,Sign Language,swis1235,Swiss-Italian Sign Language,language,shifting
mala1548,Malaysian Sign,,,,mala1548,,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,,,family,
guin1250,Guinean Sign Language,Africa,9.553,-13.674,guin1250,gus,gus,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,guin1250,Guinean Sign Language,language,not endangered
cost1251,Costa Rica-Honduras-Panama Sign,,,,cost1251,,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,,,family,
trin1277,Trinidad and Tobago Sign Language,South America,10.666667,-61.516667,trin1277,lst,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,trin1277,Trinidad and Tobago Sign Language,language,shifting
sier1246,Sierra Leone Sign Language,Africa,8.483,-13.235,sier1246,sgx,sgx,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,sier1246,Sierra Leone Sign Language,language,not endangered
salv1237,Salvadoran Sign Language,North America,13.7024,-89.5988,salv1237,esn,esn,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,salv1237,Salvadoran Sign Language,language,threatened
west2886,West-Central South American Sign,,,,west2886,,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,,,family,
nige1259,Nigerian Sign,,,,nige1259,,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,,,family,
thai1240,Thai Sign Language,Eurasia,13.7837,100.445,thai1240,tsq,tsq,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,thai1240,Thai Sign Language,language,not endangered
moro1242,Moroccan Sign Language,Africa,32.139,-7.69607,moro1242,xms,xms,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,moro1242,Moroccan Sign Language,language,not endangered
queb1245,Quebec Sign Language,North America,45.99654,-74.87193,queb1245,fcs,fcs,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,queb1245,Quebec Sign Language,language,shifting
ghan1235,Ghanaian Sign Language,Africa,5.55225,-0.30274,ghan1235,gse,gse,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,ghan1235,Ghanaian Sign Language,language,not endangered
gamb1259,Gambian Sign Language,Africa,13.453444,-16.580639,gamb1259,,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,gamb1259,Gambian Sign Language,language,
amer1258,American Sign,,,,amer1258,,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,,,family,
ugan1238,Ugandan Sign Language,Africa,0.2475,32.4829,ugan1238,ugn,ugn,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,ugan1238,Ugandan Sign Language,language,not endangered
domi1236,Dominican Sign Language,North America,18.8798,-71.1722,domi1236,doq,,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,domi1236,Dominican Sign Language,language,not endangered
puer1237,Puerto Rican Sign Language,North America,18.4592,-66.0919,puer1237,psl,psl,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,puer1237,Puerto Rican Sign Language,language,threatened
ethi1238,Ethiopian Sign Language,Africa,8.9761,38.8534,ethi1238,eth,eth,sign1238/deaf1237/lsfi1234/asli1244,sign1238,Sign Language,ethi1238,Ethiopian Sign Language,language,not endangered
sela1253,Selangor Sign Language,Eurasia,3.13489,101.614,sela1253,kgi,kgi,sign1238/deaf1237/lsfi1234/asli1244/mala1548,sign1238,Sign Language,sela1253,Selangor Sign Language,language,shifting
mala1412,Malaysian Sign Language,Eurasia,2.946,101.366,mala1412,xml,xml,sign1238/deaf1237/lsfi1234/asli1244/mala1548,sign1238,Sign Language,mala1412,Malaysian Sign Language,language,not endangered
indo1333,Indonesian Sign,,,,indo1333,,,sign1238/deaf1237/lsfi1234/asli1244/mala1548,sign1238,Sign Language,,,family,
indo1291,Jakartan Sign Language,Papunesia,-7.908,112.378,indo1291,inl,inl,sign1238/deaf1237/lsfi1234/asli1244/mala1548/indo1333,sign1238,Sign Language,indo1291,Jakartan Sign Language,language,shifting
yogy1234,Yogyakarta Sign Language,Papunesia,-7.800018,110.368664,yogy1234,,,sign1238/deaf1237/lsfi1234/asli1244/mala1548/indo1333,sign1238,Sign Language,yogy1234,Yogyakarta Sign Language,language,shifting
chir1296,Chiriqui Sign Languages,North America,8.398055,-82.409271,chir1296,,,sign1238/deaf1237/lsfi1234/asli1244/cost1251,sign1238,Sign Language,chir1296,Chiriqui Sign Languages,language,shifting
cost1249,Costa Rican Sign Language,North America,9.8943,-84.118,cost1249,csr,,sign1238/deaf1237/lsfi1234/asli1244/cost1251,sign1238,Sign Language,cost1249,Costa Rican Sign Language,language,not endangered
hond1239,Honduras Sign Language,North America,14.622,-87.224,hond1239,hds,hds,sign1238/deaf1237/lsfi1234/asli1244/cost1251,sign1238,Sign Language,hond1239,Honduras Sign Language,language,shifting
pana1308,Panamanian Sign Language,North America,8.966667,-79.533333,pana1308,lsp,,sign1238/deaf1237/lsfi1234/asli1244/cost1251,sign1238,Sign Language,pana1308,Panamanian Sign Language,language,shifting
colo1249,Colombian Sign Language,South America,5.33532,-75.4464,colo1249,csn,,sign1238/deaf1237/lsfi1234/asli1244/west2886,sign1238,Sign Language,colo1249,Colombian Sign Language,language,threatened
peru1236,Peruvian-Inmaculada Sign,,,,peru1236,,,sign1238/deaf1237/lsfi1234/asli1244/west2886,sign1238,Sign Language,,,family,
ecua1243,Ecuadorian Sign Language,South America,-1.24999,-79.1666,ecua1243,ecs,,sign1238/deaf1237/lsfi1234/asli1244/west2886,sign1238,Sign Language,ecua1243,Ecuadorian Sign Language,language,not endangered
boli1236,Bolivian Sign Language,South America,-16.38949,-67.57823,boli1236,bvl,,sign1238/deaf1237/lsfi1234/asli1244/west2886,sign1238,Sign Language,boli1236,Bolivian Sign Language,language,shifting
peru1235,Peruvian Sign Language,South America,-11.9008,-76.8213,peru1235,prl,prl,sign1238/deaf1237/lsfi1234/asli1244/west2886/peru1236,sign1238,Sign Language,peru1235,Peruvian Sign Language,language,shifting
inma1234,Inmaculada Sign Language,South America,-12.14477,-77.01956,inma1234,,,sign1238/deaf1237/lsfi1234/asli1244/west2886/peru1236,sign1238,Sign Language,inma1234,Inmaculada Sign Language,language,threatened
nige1240,Nigerian Sign Language,Africa,6.49997,3.16664,nige1240,nsi,nsi,sign1238/deaf1237/lsfi1234/asli1244/nige1259,sign1238,Sign Language,nige1240,Nigerian Sign Language,language,not endangered
chad1238,Chadian Sign Language,Africa,12.1115,15.2481,chad1238,cds,cds,sign1238/deaf1237/lsfi1234/asli1244/nige1259,sign1238,Sign Language,chad1238,Chadian Sign Language,language,not endangered
amer1248,American Sign Language,North America,33.8117,-81.6121,amer1248,ase,ase,sign1238/deaf1237/lsfi1234/asli1244/amer1258,sign1238,Sign Language,amer1248,American Sign Language,language,not endangered
hait1245,Haitian Sign Language,North America,18.541,-72.285,hait1245,,,sign1238/deaf1237/lsfi1234/asli1244/amer1258,sign1238,Sign Language,hait1245,Haitian Sign Language,language,
jama1263,Jamaican Sign Language,North America,18.049925,-77.758042,jama1263,jls,,sign1238/deaf1237/lsfi1234/asli1244/amer1258,sign1238,Sign Language,jama1263,Jamaican Sign Language,language,not endangered
amer1260,American Sign Language in the USA,North America,,,amer1260,,,sign1238/deaf1237/lsfi1234/asli1244/amer1258/amer1248,sign1238,Sign Language,amer1248,American Sign Language,dialect,
buru1325,Burundi Sign Language,Africa,,,buru1325,,,sign1238/deaf1237/lsfi1234/asli1244/amer1258/amer1248,sign1238,Sign Language,amer1248,American Sign Language,dialect,not endangered
addi1234,Addis Ababa Ethiopian Sign Language,Africa,,,addi1234,,,sign1238/deaf1237/lsfi1234/asli1244/ethi1238,sign1238,Sign Language,ethi1238,Ethiopian Sign Language,dialect,
hosa1234,Hosaena Ethiopian Sign Language,Africa,,,hosa1234,,,sign1238/deaf1237/lsfi1234/asli1244/ethi1238,sign1238,Sign Language,ethi1238,Ethiopian Sign Language,dialect,
mars1235,Marseille Sign Language,Eurasia,43.292301,5.370187,mars1235,,fsl-mar,sign1238/deaf1237/lsfi1234/fren1243,sign1238,Sign Language,fren1243,French Sign Language,dialect,
dutc1253,Dutch Sign Language,Eurasia,52.1251,4.91133,dutc1253,dse,dse,sign1238/deaf1237/lsfi1234/dutc1259,sign1238,Sign Language,dutc1253,Dutch Sign Language,language,threatened
belg1242,Belgian Sign,,,,belg1242,,,sign1238/deaf1237/lsfi1234/dutc1259,sign1238,Sign Language,,,family,
lang1248,Langue des signes de Belgique Francophone,Eurasia,50.8021,4.31312,lang1248,sfb,sfb,sign1238/deaf1237/lsfi1234/dutc1259/belg1242,sign1238,Sign Language,lang1248,Langue des signes de Belgique Francophone,language,not endangered
vlaa1235,Vlaamse Gebarentaal,Eurasia,50.8021,4.31312,vlaa1235,vgt,vgt,sign1238/deaf1237/lsfi1234/dutc1259/belg1242,sign1238,Sign Language,vlaa1235,Vlaamse Gebarentaal,language,shifting
vale1251,Valencian Sign Language,Eurasia,39.5,-0.75,vale1251,vsv,,sign1238/deaf1237/lsfi1234/cata1287,sign1238,Sign Language,vale1251,Valencian Sign Language,language,threatened
cata1241,Catalan Sign Language,Eurasia,41.635,-1.97,cata1241,csc,,sign1238/deaf1237/lsfi1234/cata1287,sign1238,Sign Language,cata1241,Catalan Sign Language,language,threatened
slov1263,Slovakian Sign Language,Eurasia,48.0463,18.1248,slov1263,svk,svk,sign1238/deaf1237/lsfi1234/cent2306,sign1238,Sign Language,slov1263,Slovakian Sign Language,language,not endangered
bulg1240,Bulgarian Sign Language,Eurasia,42.7918,25.0026,bulg1240,bqn,,sign1238/deaf1237/lsfi1234/cent2306,sign1238,Sign Language,bulg1240,Bulgarian Sign Language,language,not endangered
hung1263,Hungarian Sign Language,Eurasia,47.49236,19.052084,hung1263,hsh,hsh,sign1238/deaf1237/lsfi1234/cent2306,sign1238,Sign Language,hung1263,Hungarian Sign Language,language,not endangered
roma1324,Romanian Sign Language,Eurasia,44.9292,26.2924,roma1324,rms,rms,sign1238/deaf1237/lsfi1234/cent2306,sign1238,Sign Language,roma1324,Romanian Sign Language,language,not endangered
czec1253,Czech Sign Language,Eurasia,50.012,14.4774,czec1253,cse,,sign1238/deaf1237/lsfi1234/cent2306,sign1238,Sign Language,czec1253,Czech Sign Language,language,threatened
sopr1238,Sopron,Eurasia,,,sopr1238,,hsh-sop,sign1238/deaf1237/lsfi1234/cent2306/hung1263,sign1238,Sign Language,hung1263,Hungarian Sign Language,dialect,
buda1244,Budapest,Eurasia,,,buda1244,,hsh-bud,sign1238/deaf1237/lsfi1234/cent2306/hung1263,sign1238,Sign Language,hung1263,Hungarian Sign Language,dialect,
debr1240,Debrecen,Eurasia,,,debr1240,,hsh-deb,sign1238/deaf1237/lsfi1234/cent2306/hung1263,sign1238,Sign Language,hung1263,Hungarian Sign Language,dialect,
misk1242,Miskolc,Eurasia,,,misk1242,,hsh-mis,sign1238/deaf1237/lsfi1234/cent2306/hung1263,sign1238,Sign Language,hung1263,Hungarian Sign Language,dialect,
eger1238,Eger,Eurasia,,,eger1238,,hsh-ege,sign1238/deaf1237/lsfi1234/cent2306/hung1263,sign1238,Sign Language,hung1263,Hungarian Sign Language,dialect,
szeg1238,Szeged,Eurasia,,,szeg1238,,hsh-sze,sign1238/deaf1237/lsfi1234/cent2306/hung1263,sign1238,Sign Language,hung1263,Hungarian Sign Language,dialect,
kore1273,Korean Sign Language,Eurasia,37.4718,127.609,kore1273,kvk,kvk,sign1238/deaf1237/jsli1234,sign1238,Sign Language,kore1273,Korean Sign Language,language,not endangered
japa1238,Japanese Sign Language,Eurasia,36.0221,139.079,japa1238,jsl,jsl,sign1238/deaf1237/jsli1234,sign1238,Sign Language,japa1238,Japanese Sign Language,language,not endangered
taiw1241,Taiwan Sign Language,Papunesia,25.0206,121.305,taiw1241,tss,tss,sign1238/deaf1237/jsli1234,sign1238,Sign Language,taiw1241,Taiwan Sign Language,language,threatened
kaoh1238,Kaohsiung,Papunesia,,,kaoh1238,,tss-kao,sign1238/deaf1237/jsli1234/taiw1241,sign1238,Sign Language,taiw1241,Taiwan Sign Language,dialect,
tain1241,Tainan,Papunesia,,,tain1241,,tss-tai,sign1238/deaf1237/jsli1234/taiw1241,sign1238,Sign Language,taiw1241,Taiwan Sign Language,dialect,
taip1235,Taipei,Papunesia,,,taip1235,,tss-tap,sign1238/deaf1237/jsli1234/taiw1241,sign1238,Sign Language,taiw1241,Taiwan Sign Language,dialect,
nepa1250,Nepalese Sign Language,Eurasia,27.6993,85.3041,nepa1250,nsp,nsp,sign1238/deaf1237/indo1331,sign1238,Sign Language,nepa1250,Nepalese Sign Language,language,not endangered
indo1332,Indo-Pakistani Sign,,,,indo1332,,,sign1238/deaf1237/indo1331,sign1238,Sign Language,,,family,
paki1242,Pakistan Sign Language,Eurasia,28.0667,67.8843,paki1242,pks,pks,sign1238/deaf1237/indo1331/indo1332,sign1238,Sign Language,paki1242,Pakistan Sign Language,language,not endangered
indi1237,Indian Sign Language,Eurasia,27.5186,79.6787,indi1237,ins,ins,sign1238/deaf1237/indo1331/indo1332,sign1238,Sign Language,indi1237,Indian Sign Language,language,not endangered
calc1236,Calcutta Indian Sign Language,Eurasia,,,calc1236,,,sign1238/deaf1237/indo1331/indo1332/indi1237,sign1238,Sign Language,indi1237,Indian Sign Language,dialect,
shil1266,Shillong Indian Sign Language,Eurasia,,,shil1266,,,sign1238/deaf1237/indo1331/indo1332/indi1237,sign1238,Sign Language,indi1237,Indian Sign Language,dialect,
bomb1264,Bombay Indian Sign Language,Eurasia,,,bomb1264,,,sign1238/deaf1237/indo1331/indo1332/indi1237,sign1238,Sign Language,indi1237,Indian Sign Language,dialect,
bang1373,Bangalore-Madras Indian Sign Language,Eurasia,,,bang1373,,,sign1238/deaf1237/indo1331/indo1332/indi1237,sign1238,Sign Language,indi1237,Indian Sign Language,dialect,
delh1234,Delhi Indian Sign Language,Eurasia,,,delh1234,,,sign1238/deaf1237/indo1331/indo1332/indi1237,sign1238,Sign Language,indi1237,Indian Sign Language,dialect,
kolk1234,Kolkata Indian Sign Language,Eurasia,22.606042,88.394224,kolk1234,wbs,,sign1238/deaf1237/indo1331/indo1332/indi1237,sign1238,Sign Language,indi1237,Indian Sign Language,dialect,not endangered
haip1238,Haiphong Sign Language,Eurasia,20.8537,106.689,haip1238,haf,haf,sign1238/deaf1237/oldc1249,sign1238,Sign Language,haip1238,Haiphong Sign Language,language,shifting
oldc1250,Old Chiangmai-Bangkok Sign,,,,oldc1250,,,sign1238/deaf1237/oldc1249,sign1238,Sign Language,,,family,
chia1237,Chiangmai Sign Language,Eurasia,18.8629,99.039,chia1237,csd,csd,sign1238/deaf1237/oldc1249/oldc1250,sign1238,Sign Language,chia1237,Chiangmai Sign Language,language,nearly extinct
oldb1247,Old Bangkok Sign Language,Eurasia,13.7525,100.49417,oldb1247,,,sign1238/deaf1237/oldc1249/oldc1250,sign1238,Sign Language,oldb1247,Old Bangkok Sign Language,language,nearly extinct
ukra1235,Ukrainian Sign Language,Eurasia,50.4111,30.553,ukra1235,ukl,ukl,sign1238/deaf1237/russ1270,sign1238,Sign Language,ukra1235,Ukrainian Sign Language,language,not endangered
mold1243,Moldova Sign Language,Eurasia,47.107,28.694,mold1243,vsi,vsi,sign1238/deaf1237/russ1270,sign1238,Sign Language,mold1243,Moldova Sign Language,language,not endangered
mong1264,Mongolian Sign Language,Eurasia,48.6852,107.528,mong1264,msr,,sign1238/deaf1237/russ1270,sign1238,Sign Language,mong1264,Mongolian Sign Language,language,not endangered
russ1255,Russian-Tajik Sign Language,Eurasia,56.0,44.0,russ1255,rsl,rsl,sign1238/deaf1237/russ1270,sign1238,Sign Language,russ1255,Russian-Tajik Sign Language,language,not endangered
lith1236,Lithuanian Sign Language,Eurasia,55.2487,23.8814,lith1236,lls,lls,sign1238/deaf1237/russ1270,sign1238,Sign Language,lith1236,Lithuanian Sign Language,language,not endangered
geor1254,Georgian Sign Language,Eurasia,41.727762,44.813437,geor1254,,,sign1238/deaf1237/russ1270,sign1238,Sign Language,geor1254,Georgian Sign Language,language,
banz1243,BANZL,,,,banz1243,,,sign1238/deaf1237/bsli1234,sign1238,Sign Language,,,family,
sout3228,South African Sign,,,,sout3228,,,sign1238/deaf1237/bsli1234,sign1238,Sign Language,,,family,
mari1381,Maritime Sign Language,North America,45.0427,-63.881,mari1381,nsr,nsr,sign1238/deaf1237/bsli1234,sign1238,Sign Language,mari1381,Maritime Sign Language,language,nearly extinct
brit1235,British Sign Language,Eurasia,51.6688,-0.4431,brit1235,bfi,bfi,sign1238/deaf1237/bsli1234/banz1243,sign1238,Sign Language,brit1235,British Sign Language,language,not endangered
newz1236,New Zealand Sign Language,Papunesia,-39.2923,175.773,newz1236,nzs,nzs,sign1238/deaf1237/bsli1234/banz1243,sign1238,Sign Language,newz1236,New Zealand Sign Language,language,threatened
